Timestamp,linear:y_true,linear:y_pred,ridge:y_true,ridge:y_pred,kernel_ridge:y_true,kernel_ridge:y_pred
2018-01-04 11:00:00,0.0,0.00751147308227665,0.0,0.006556473599155142,0.0,-0.03599050784846192
2018-01-04 12:00:00,0.0,0.00031889555714758027,0.0,-0.001824682104605191,0.0,-0.015160468108353697
2018-01-04 13:00:00,0.0,0.03197289821741684,0.0,0.025604974821025524,0.0,0.0011597296764165321
2018-01-04 14:00:00,0.0,0.024729853993995087,0.0,0.022565109745205238,0.0,0.015426191853462612
2018-01-04 15:00:00,0.0,0.008379690217101146,0.0,0.01605400207496714,0.0,0.004522711310041672
2018-01-04 16:00:00,0.0,-0.025948836580260724,0.0,-0.018686884737204704,0.0,0.0016060839586238274
2018-01-04 17:00:00,0.0,-0.004133608497262714,0.0,-0.002026091413702133,0.0,-0.009665145522443908
2018-01-04 18:00:00,0.0,-0.014339774202306161,0.0,-0.018676812171140852,0.0,0.00363617086231649
2018-01-04 19:00:00,0.0,0.007736074635991595,0.0,-0.0032871231575092004,0.0,-0.004322694870008803
2018-01-04 20:00:00,0.0,-0.06386142404815157,0.0,-0.04627635864054533,0.0,-0.03419611265518441
2018-01-04 21:00:00,0.0,-0.0077499526059605205,0.0,-0.002552401829681435,0.0,-0.015344576275046151
2018-01-04 22:00:00,0.0,0.01744599663384137,0.0,-0.003966269456686252,0.0,-0.011914918678373354
2018-01-04 23:00:00,0.0,-0.016570323852188557,0.0,-0.006652751947701363,0.0,-0.007884220230582883
2018-01-05 00:00:00,0.0,0.018821950208955357,0.0,0.009146797833801207,0.0,0.0024973167547148734
2018-01-05 01:00:00,0.0,0.01123758294824723,0.0,-0.0003111143445333354,0.0,-0.001915619458790374
2018-01-05 02:00:00,0.0,-0.009290128513115262,0.0,0.0016608833705949238,0.0,0.006473902508567164
2018-01-05 03:00:00,0.0,0.002626666430720746,0.0,-0.006039738110546546,0.0,-0.00756822436459359
2018-01-05 04:00:00,0.0,-0.028153684336484117,0.0,-0.011546733603080683,0.0,-0.021138001140764473
2018-01-05 05:00:00,0.0,-0.01797813627907351,0.0,-0.0030422663143756115,0.0,-0.005046527995082428
2018-01-05 06:00:00,0.0,0.037018199429846174,0.0,0.018892331768234,0.0,0.024698840458437843
2018-01-05 07:00:00,0.0,0.0016458139718064126,0.0,-0.004834210127831354,0.0,-0.0009332817053824272
2018-01-05 08:00:00,0.0,-0.013788084609812404,0.0,-0.01673244781944417,0.0,0.007155113553581671
2018-01-05 09:00:00,0.0,0.03676690384418514,0.0,0.015907970096958535,0.0,-0.0007474225946992874
2018-01-05 10:00:00,0.0,-0.06022009583764126,0.0,-0.028740731984143005,0.0,0.0013872997769048823
2018-01-05 11:00:00,0.0,0.005816243513573872,0.0,-0.0007753962454128205,0.0,0.021340073300194717
2018-01-05 12:00:00,0.0,0.015998857779201094,0.0,0.016686933687406307,0.0,0.04505075560803817
2018-01-05 13:00:00,0.0,0.010165915155422487,0.0,-0.004043911304863865,0.0,-0.0033315658559303074
2018-01-05 14:00:00,0.0,-0.0025505889741335285,0.0,-0.012451169210413969,0.0,0.000703991102371404
2018-01-05 15:00:00,0.0,-0.00866145551768863,0.0,-0.010678215514992918,0.0,-0.012486171279853409
2018-01-05 16:00:00,0.0,-0.0195530365034553,0.0,-0.008612687868735477,0.0,-0.013803707752423122
2018-01-05 17:00:00,0.0,0.010381627729279377,0.0,-0.0010919657831669899,0.0,-0.032204457123031105
2018-01-05 18:00:00,0.0,-0.003990942916012092,0.0,-0.004295510683750861,0.0,-0.018691841083503746
2018-01-05 19:00:00,0.0,-0.06799501812806612,0.0,-0.04148844674395626,0.0,-0.003509474828531367
2018-01-05 20:00:00,0.0,-0.02284416785811586,0.0,-0.026493496959581867,0.0,-0.00646590549141024
2018-01-05 21:00:00,0.0,-0.024923472695726288,0.0,-0.018041029636379685,0.0,0.004535450090646265
2018-01-05 22:00:00,0.0,-0.036077618428445875,0.0,-0.028952363998049773,0.0,-0.027117376548891237
2018-01-05 23:00:00,0.0,0.005309814528963559,0.0,-0.008877165028828425,0.0,-0.008477323974744877
2018-01-06 00:00:00,0.0,-0.039145593974921164,0.0,-0.010507976666341057,0.0,-0.0013416935102581462
2018-01-06 01:00:00,0.0,0.004927998636261463,0.0,-0.017966933710393478,0.0,-0.044410773634918854
2018-01-06 02:00:00,0.0,-0.002117271845438395,0.0,-0.010134270158264187,0.0,-0.011706089539792686
2018-01-06 03:00:00,0.0,-0.01993892537391682,0.0,-0.022423580864286977,0.0,-0.039839976537754396
2018-01-06 04:00:00,0.0,-0.019735182057772215,0.0,-0.013746512580695786,0.0,-0.011115807018533097
2018-01-06 05:00:00,0.0,-0.010058684260482613,0.0,-0.0076856717934004745,0.0,-0.00420574342788349
2018-01-06 06:00:00,0.0,0.005819696060601329,0.0,0.006744107103105315,0.0,0.014438773080608591
2018-01-06 07:00:00,0.0,-0.01723620382781043,0.0,-0.005492387900823789,0.0,0.024561782982515545
2018-01-06 08:00:00,0.0,-0.0013726713185647247,0.0,-0.013111953833407405,0.0,-0.012804533472557722
2018-01-06 09:00:00,0.0,-0.012432665700031712,0.0,-0.005267342306425942,0.0,-0.024713877375642568
2018-01-06 10:00:00,0.0,0.01821437892697336,0.0,0.0037272044896726956,0.0,-0.04976880649269333
2018-01-06 11:00:00,0.0,-0.026711165067204015,0.0,0.002364171101986027,0.0,-0.01451783571134424
2018-01-06 12:00:00,0.0,0.027518057545540153,0.0,0.015834327946959978,0.0,-0.0026279923848537834
